,0,1,2,3,4,5,6,7,8,9,10
0,119.04556763065094,0.36598920910383675,10227920.282778466,7.423304369827872,149.63110619724824,106.24381431379351,104.74340241646433,118.41656124985549,120.91999997832119,147.153550381547,-0.08906920774472456
1,118.5921033060774,0.3686434836877365,9909029.814005587,7.42518809907421,148.9706668741512,105.86774275690358,104.43428870529651,118.02633469612947,120.99148090199185,147.02395892513582,-0.08321535864856792
2,118.16551272435605,0.3753861501578809,9548212.580363423,7.425412227828653,148.50088300065434,105.46678017857018,103.98902405561145,117.6594093816181,120.98221784435268,146.99689182362502,-0.07587792035900506
3,119.22742334550767,0.37281812197464387,9422247.220992561,7.425786950581375,149.90792549306062,106.35391526661797,105.04566106647188,118.57309285609935,120.97968289262235,147.2130965376187,-0.0737708807182509
4,118.70308895427794,0.37730802306405997,9365449.885563336,7.426107362520818,149.08364927569036,105.99850045269352,104.43822855364418,118.12177213954277,120.93843861051381,147.02515963812812,-0.07964970759404418
5,118.32824349866667,0.37714420057128306,9387842.582495209,7.429337881635488,148.650944,105.626432,104.20083911111111,117.79934751288889,121.00653694577778,146.98897786311113,-0.0783719718954511
6,119.7245024294069,0.37302731457178706,9472197.757643579,7.427575841902129,150.40635337901702,106.87571626890359,105.41190630907373,119.00056698960303,120.9148531353379,147.21388019848771,-0.0800098622095175
7,119.51963729702337,0.37158278407743356,9613440.943448909,7.431613292309175,150.07699708433398,106.76637216236661,105.04170797805538,118.82420419944036,120.8328999346362,147.13581549782978,-0.08183104274982825
8,119.24140002615499,0.37180267973416237,9494151.921169212,7.429735471641785,149.65882258919945,106.53494961530357,104.88944427895758,118.5847563734643,120.89528995720752,147.04821111442087,-0.08063362579823703
9,119.45955671638538,0.37254542202881263,9401169.861252513,7.430300593332389,149.92011827871056,106.711713806206,105.20759076147368,118.77243816885958,120.94484612143184,147.0752822996055,-0.07859504234839876
10,118.96491039206154,0.37253815243911803,9441176.278845327,7.435051357427655,149.0665732505934,106.38241013469073,104.80289685149704,118.34659449798393,120.98933752752438,146.85049305098804,-0.077271244898223
11,119.69065094976816,0.3799813375358098,9185875.160850383,7.423820832866782,150.38802753303128,106.84459167178927,105.32329303553946,118.97146802358674,120.88772139122253,147.22358054625897,-0.07438227895741101
12,118.7762214968889,0.38383779123796796,8990849.337970238,7.422450160509265,148.81191822222223,106.22789688888889,104.61124977777777,118.18423741155556,120.98785676088889,146.80916731022222,-0.07659711012421003
13,118.2539237467471,0.38381034705849026,9137712.574000956,7.426722018938558,148.0119534444794,105.78615345019875,104.40243501386942,117.73474395893504,121.1431292072979,146.63537020646856,-0.07017724883751197
14,118.07689969558488,0.38304060778687504,9049946.418371199,7.426645621685604,147.87848824114909,105.57832331935978,104.26978879839582,117.58256422141659,121.16512893687201,146.66267835165394,-0.06938427381833508
15,117.18913654496971,0.38197751991828666,9074332.921711287,7.428442377416359,146.627127468708,104.81723645420709,103.68340029128468,116.81865928839294,121.31438205433093,146.4350445229334,-0.07090356459129946
