,0
0,20.363038066752967
1,0.02922052622941871
2,478070.0611518221
3,0.24810621870755603
4,25.017599777136954
5,18.863120438155025
6,18.0078628448747
7,17.517320835293415
8,2.8941089982015
9,3.798805486636411
10,0.2887078528999135
